Session,Trial,Trial_total,Group,Individual,Demonstrator,Behaviour,Response,Latency,Comments
8,7,78,Incompatible,Pepina,Daisy,Tail Wave,1,2.131375,
8,8,79,Incompatible,Pepina,Daisy,Belly Up,1,3.35225,
8,9,80,Incompatible,Pepina,Daisy,Tail Wave,0,2.358125,
8,10,81,Incompatible,Pepina,Daisy,Tail Wave,0,2.943,
9,1,82,Incompatible,Pepina,Debbie,Tail Wave,1,1.954125,Discription board says neutral but it looks like specific
9,2,83,Incompatible,Pepina,Debbie,Belly Up,1,3.913375,
9,3,84,Incompatible,Pepina,Debbie,Tail Wave,0,4.236,
9,4,85,Incompatible,Pepina,Debbie,Belly Up,0,2.05575,
9,5,86,Incompatible,Pepina,Debbie,Belly Up,0,2.17925,
9,6,87,Incompatible,Pepina,Debbie,Tail Wave,0,4.6225,
9,7,88,Incompatible,Pepina,Debbie,Tail Wave,1,2.13075,
9,8,89,Incompatible,Pepina,Debbie,Belly Up,1,3.838625,
9,9,90,Incompatible,Pepina,Debbie,Tail Wave,0,3.689125,
9,10,91,Incompatible,Pepina,Debbie,Belly Up,0,0.78975,Action begun before signal
10,1,92,Incompatible,Pepina,Dobbie,Belly Up,0,2.8565,Discription board says compatible but it looks like incompatible
10,2,93,Incompatible,Pepina,Dobbie,Tail Wave,0,3.627875,
10,3,94,Incompatible,Pepina,Dobbie,Belly Up,1,4.0755,
10,4,95,Incompatible,Pepina,Dobbie,Tail Wave,0,2.750375,
10,5,96,Incompatible,Pepina,Dobbie,Belly Up,1,3.489,
10,6,97,Incompatible,Pepina,Dobbie,Tail Wave,1,3.37675,
10,7,98,Incompatible,Pepina,Dobbie,Belly Up,1,3.032125,
10,8,99,Incompatible,Pepina,Dobbie,Tail Wave,1,2.109375,
10,9,100,Incompatible,Pepina,Dobbie,Belly Up,1,4.254875,
10,10,101,Incompatible,Pepina,Dobbie,Tail Wave,0,4.371125,
11,1,102,Incompatible,Pepina,Dobbie,Tail Wave,0,3.87525,
11,2,103,Incompatible,Pepina,Dobbie,Belly Up,1,3.854125,
11,3,104,Incompatible,Pepina,Dobbie,Tail Wave,0,4.82625,
11,4,105,Incompatible,Pepina,Dobbie,Belly Up,1,4.3095,
11,5,106,Incompatible,Pepina,Dobbie,Belly Up,1,4.83,
11,6,107,Incompatible,Pepina,Dobbie,Tail Wave,0,4.3695,
11,7,108,Incompatible,Pepina,Dobbie,Belly Up,1,3.492125,
11,8,109,Incompatible,Pepina,Dobbie,Tail Wave,0,4.14725,
11,9,110,Incompatible,Pepina,Dobbie,Belly Up,1,2.871,
11,10,111,Incompatible,Pepina,Dobbie,Tail Wave,0,3.998625,
1,1,1,Compatible,Debbie,Daisy,Belly Up,0,?,"Note that the whiteboard is shown at the end, demonstrator & observer not written down but spoken to camera - Action perfromed without signal"
1,2,2,Compatible,Debbie,Daisy,Tail Wave,1,3.86,
1,3,3,Compatible,Debbie,Daisy,Belly Up,1,1.522,
1,4,4,Compatible,Debbie,Daisy,Tail Wave,1,3.606,signal repeated
1,5,5,Compatible,Debbie,Daisy,Belly Up,0,3.47,
1,6,6,Compatible,Debbie,Daisy,Tail Wave,1,3.297,signal repeated
1,7,7,Compatible,Debbie,Daisy,Tail Wave,1,3.411,
1,8,8,Compatible,Debbie,Daisy,Belly Up,1,1.151,
1,9,9,Compatible,Debbie,Daisy,Tail Wave,1,3.448,
1,10,10,Compatible,Debbie,Daisy,Belly Up,0,3.427,
2,1,11,Compatible,Debbie,Pepina,Tail Wave,1,0,"wrong cue, so trial repeated - responds without waiting for cue"
2,2,12,Compatible,Debbie,Pepina,Belly Up,0,2.313,both wrong - Action begun before signal 
2,3,13,Compatible,Debbie,Pepina,Belly Up,1,1.052,
2,4,14,Compatible,Debbie,Pepina,Tail Wave,1,0,Action performed without a cue
2,5,15,Compatible,Debbie,Pepina,Belly Up,1,1.152,
2,6,16,Compatible,Debbie,Pepina,Tail Wave,1,3.444,
2,7,17,Compatible,Debbie,Pepina,Belly Up,1,1.382,
2,8,18,Compatible,Debbie,Pepina,Belly Up,1,1.661,
2,9,19,Compatible,Debbie,Pepina,Tail Wave,1,3.38,
2,10,20,Compatible,Debbie,Pepina,Tail Wave,1,2.886,
3,1,21,Compatible,Debbie,Pepina,Belly Up,1,1.22,"Note that during this session, the demonstrator was often incorrect."
3,2,22,Compatible,Debbie,Pepina,Tail Wave,1,3.289,
3,3,23,Compatible,Debbie,Pepina,Belly Up,1,0.996,
3,4,24,Compatible,Debbie,Pepina,Belly Up,1,1.296,
3,5,25,Compatible,Debbie,Pepina,Tail Wave,1,3.025,
3,6,26,Compatible,Debbie,Pepina,Tail Wave,1,2.66,cue repeated cause demonstrator wrong
3,7,27,Compatible,Debbie,Pepina,Belly Up,1,1.331,
3,8,28,Compatible,Debbie,Pepina,Tail Wave,1,3.115,
3,9,29,Compatible,Debbie,Pepina,Belly Up,1,1.513,
3,10,30,Compatible,Debbie,Pepina,Tail Wave,1,3.374,
4,1,31,Compatible,Debbie,Pepina,Tail Wave,1,2.991,"repeated, cause Roland forgot to say 'jetzt' ('now')"
4,2,32,Compatible,Debbie,Pepina,Belly Up,1,1.528,
4,3,33,Compatible,Debbie,Pepina,Belly Up,1,1.555,
4,4,34,Compatible,Debbie,Pepina,Tail Wave,1,3.321,
4,5,35,Compatible,Debbie,Pepina,Belly Up,1,1.532,"repeated, cause Roland forgot to say 'jetzt'"
4,6,36,Compatible,Debbie,Pepina,Tail Wave,1,2.898,
4,7,37,Compatible,Debbie,Pepina,Belly Up,1,1.728,
4,8,38,Compatible,Debbie,Pepina,Tail Wave,1,3.115,
4,9,39,Compatible,Debbie,Pepina,Belly Up,1,1.264,
4,10,40,Compatible,Debbie,Pepina,Tail Wave,1,3.985,
1,1,1,Compatible,Daisy,Delphi,Belly Up,0,0,"did not note the demonstrator dolphin, hope Sara can tell through the video - Action performed without a cure - In Generelt Daisy does Tail wave very different compared to the other dolphins."
1,2,2,Compatible,Daisy,Delphi,Tail Wave,1,0,"repeated, responded without cue"
1,3,3,Compatible,Daisy,Delphi,Belly Up,1,3.497,
1,4,4,Compatible,Daisy,Delphi,Tail Wave,1,0,Action performed without a cue
1,5,5,Compatible,Daisy,Delphi,Belly Up,1,3.26,
1,6,6,Compatible,Daisy,Delphi,Tail Wave,1,5.168,"Diffucult to pinpoint the ""completion"" of the action"
1,7,7,Compatible,Daisy,Delphi,Tail Wave,1,4.913,
1,8,8,Compatible,Daisy,Delphi,Belly Up,1,4.112,
1,9,9,Compatible,Daisy,Delphi,Tail Wave,1,3.786,
1,10,10,Compatible,Daisy,Delphi,Belly Up,1,4.686,
2,1,11,Compatible,Daisy,Delphi,Tail Wave,1,0,Action performed without cue
2,2,12,Compatible,Daisy,Delphi,Belly Up,1,2.702,
2,3,13,Compatible,Daisy,Delphi,Belly Up,0,4.575,
2,4,14,Compatible,Daisy,Delphi,Tail Wave,1,3.996,Action begun before a cue 
2,5,15,Compatible,Daisy,Delphi,Belly Up,1,2.249,
2,6,16,Compatible,Daisy,Delphi,Tail Wave,1,4.325,
2,7,17,Compatible,Daisy,Delphi,Belly Up,1,2.5,
2,8,18,Compatible,Daisy,Delphi,Belly Up,1,2.776,
2,9,19,Compatible,Daisy,Delphi,Tail Wave,1,3.954,
2,10,20,Compatible,Daisy,Delphi,Tail Wave,1,3.757,
3,1,21,Compatible,Daisy,Delphi,Belly Up,1,2.131,
3,2,22,Compatible,Daisy,Delphi,Tail Wave,1,4.531,
3,3,23,Compatible,Daisy,Delphi,Belly Up,1,0,Action performed without a cue
3,4,24,Compatible,Daisy,Delphi,Belly Up,1,3.406,
3,5,25,Compatible,Daisy,Delphi,Tail Wave,0,1.189,Action begun before cue
3,6,26,Compatible,Daisy,Delphi,Tail Wave,1,3.683,
3,7,27,Compatible,Daisy,Delphi,Belly Up,0,0,Action performed without a cue
3,8,28,Compatible,Daisy,Delphi,Tail Wave,1,3.545,
3,9,29,Compatible,Daisy,Delphi,Belly Up,0,4.214,
3,10,30,Compatible,Daisy,Delphi,Tail Wave,1,3.825,
4,1,31,Compatible,Daisy,Delphi,Tail Wave,1,6.568,This session was recorded in timelapse then slowed down. low frame rate makes it diffucult to messure latency
4,2,32,Compatible,Daisy,Delphi,Belly Up,1,3.888,
4,3,33,Compatible,Daisy,Delphi,Tail Wave,1,4.659,
4,4,34,Compatible,Daisy,Delphi,Belly Up,1,4.093,
4,5,35,Compatible,Daisy,Delphi,Tail Wave,1,5.31,
4,6,36,Compatible,Daisy,Delphi,Belly Up,1,4.486,
4,7,37,Compatible,Daisy,Delphi,Tail Wave,1,7.098,
4,8,38,Compatible,Daisy,Delphi,Belly Up,1,2.313,Action begun before a cue 
4,9,39,Compatible,Daisy,Delphi,Tail Wave,1,6.713,
4,10,40,Compatible,Daisy,Delphi,Belly Up,1,4.525,Action begun before cue
1,1,1,Compatible,Daisy,Pepina,Splash,1,1.15,
1,2,2,Compatible,Daisy,Pepina,Spin,1,1.824,
1,3,3,Compatible,Daisy,Pepina,Splash,1,0.805,
1,4,4,Compatible,Daisy,Pepina,Spin,1,1.788,
1,5,5,Compatible,Daisy,Pepina,Splash,1,0.198,Action begun before a cue 
1,6,6,Compatible,Daisy,Pepina,Spin,1,1.409,
1,7,7,Compatible,Daisy,Pepina,Spin,1,1.973,
1,8,8,Compatible,Daisy,Pepina,Splash,1,0.593,
1,9,9,Compatible,Daisy,Pepina,Spin,1,1.71,"Pepina did it wrong, Daisy correct"
1,10,10,Compatible,Daisy,Pepina,Splash,1,0.356,Action begun before a cue 
2,1,11,Compatible,Daisy,Pepina,Spin,1,2.174,
2,2,12,Compatible,Daisy,Pepina,Splash,1,0.673,"repeated, cause Daisy did not wait for cue"
2,3,13,Compatible,Daisy,Pepina,Splash,1,0.589,
2,4,14,Compatible,Daisy,Pepina,Spin,1,2.102,
2,5,15,Compatible,Daisy,Pepina,Splash,1,0.43,Action begun before a cue 
2,6,16,Compatible,Daisy,Pepina,Spin,1,2.209,
2,7,17,Compatible,Daisy,Pepina,Splash,1,0.401,
2,8,18,Compatible,Daisy,Pepina,Splash,1,1.259,"repeated, as Daisy did not wait for cue "
2,9,19,Compatible,Daisy,Pepina,Spin,1,1.657,"repeated, as Daisy did another behavior between both trials"
2,10,20,Compatible,Daisy,Pepina,Spin,1,1.887,
3,1,21,Compatible,Daisy,Pepina,Splash,1,0,Action performed without a cue
3,2,22,Compatible,Daisy,Pepina,Spin,0,1.42,
3,3,23,Compatible,Daisy,Pepina,Splash,1,0,Action performed without a cue
3,4,24,Compatible,Daisy,Pepina,Splash,1,0,"repeated, responded without waiting for the cue. Both times action performed without a cue"
3,5,25,Compatible,Daisy,Pepina,Spin,1,2.238,
3,6,26,Compatible,Daisy,Pepina,Spin,1,1.701,
3,7,27,Compatible,Daisy,Pepina,Splash,1,0,Action performed without a cue
3,8,28,Compatible,Daisy,Pepina,Spin,1,1.362,Action begun before cue
3,9,29,Compatible,Daisy,Pepina,Spin,1,2.299,
3,10,30,Compatible,Daisy,Pepina,Splash,1,0,"repeated, responded without waiting for cue - Both times action performed without a cue"
4,1,31,Compatible,Daisy,Pepina,Spin,0,1.885,"In this session Daisy would either begin the splash before a ""complete"" signal or fully do the behavior without a cue. The cue would come after one or two splashes already had been completed. "
4,2,32,Compatible,Daisy,Pepina,Splash,1,0.441,
4,3,33,Compatible,Daisy,Pepina,Splash,1,0,Action performed without a cue
4,4,34,Compatible,Daisy,Pepina,Spin,1,1.501,
4,5,35,Compatible,Daisy,Pepina,Splash,1,0,Action performed without a cue
4,6,36,Compatible,Daisy,Pepina,Spin,1,1.728,
4,7,37,Compatible,Daisy,Pepina,Splash,1,0.327,trials switched with each other (7&8) - Action begun before cue
4,8,38,Compatible,Daisy,Pepina,Spin,1,1.449,trials switched with each other (7&8)
4,9,39,Compatible,Daisy,Pepina,Splash,1,0,
4,10,40,Compatible,Daisy,Pepina,Spin,1,1.534,
