Date,Session,Trial_S,Trial,Group,Individual,Behaviour,Response,Latency,Comments
21/03/2024,4,8,38,Incompatible,Pepina,Splash,0,,No action performed
21/03/2024,4,9,39,Incompatible,Pepina,Spin,0,3.837375,
21/03/2024,4,10,40,Incompatible,Pepina,Splash,0,0.77475,
21/03/2024,5,1,41,Incompatible,Pepina,Spin,0,,No action performed
21/03/2024,5,2,42,Incompatible,Pepina,Splash,0,,No action performed
21/03/2024,5,3,43,Incompatible,Pepina,Spin,0,,No action performed
21/03/2024,5,4,44,Incompatible,Pepina,Splash,0,,No action performed
21/03/2024,5,5,45,Incompatible,Pepina,Splash,0,0.80325,
21/03/2024,5,6,46,Incompatible,Pepina,Splash,0,,No action performed
21/03/2024,5,7,47,Incompatible,Pepina,Spin,1,0.457,
21/03/2024,5,8,48,Incompatible,Pepina,Spin,0,,No action performed
21/03/2024,5,9,49,Incompatible,Pepina,Splash,0,0.947625,
21/03/2024,5,10,50,Incompatible,Pepina,Spin,,,No action performed
23/03/2024,6,1,51,Incompatible,Pepina,Splash,0,0.983625,
23/03/2024,6,2,52,Incompatible,Pepina,Spin,0,,No action performed
23/03/2024,6,3,53,Incompatible,Pepina,Splash,0,,No action performed
23/03/2024,6,4,54,Incompatible,Pepina,Spin,0,,No action performed
23/03/2024,6,5,55,Incompatible,Pepina,Splash,0,,No action performed
23/03/2024,6,6,56,Incompatible,Pepina,Spin,0,,No action performed
23/03/2024,6,7,57,Incompatible,Pepina,Splash,0,,No action performed
23/03/2024,6,8,58,Incompatible,Pepina,Spin,1,0.695,
23/03/2024,6,9,59,Incompatible,Pepina,Splash,0,0.801125,
23/03/2024,7,1,60,Incompatible,Pepina,Spin,1,0.314125,Action begun before signal
23/03/2024,7,2,61,Incompatible,Pepina,Spin,1,0.280375,Action begun before signal
23/03/2024,7,3,62,Incompatible,Pepina,Splash,0,0.37025,
23/03/2024,7,4,63,Incompatible,Pepina,Spin,1,2.203875,
23/03/2024,7,5,64,Incompatible,Pepina,Splash,0,0.24725,
23/03/2024,7,6,65,Incompatible,Pepina,Splash,0,0.905,
23/03/2024,7,7,66,Incompatible,Pepina,Spin,1,0.2535,Action begun before signal
23/03/2024,7,8,67,Incompatible,Pepina,Splash,0,0.606375,
23/03/2024,7,9,68,Incompatible,Pepina,Spin,1,0.4575,
23/03/2024,7,10,69,Incompatible,Pepina,Splash,0,-0.805,
23/03/2024,7,11,70,Incompatible,Pepina,Spin,1,0.83925,
26/03/2024,8,1,71,Incompatible,Pepina,Splash,0,0.439,
26/03/2024,8,2,72,Incompatible,Pepina,Spin,1,0.44175,
26/03/2024,8,3,73,Incompatible,Pepina,Splash,0,0.507,
26/03/2024,8,4,74,Incompatible,Pepina,Spin,0,,No action performed
26/03/2024,8,5,75,Incompatible,Pepina,Splash,0,0.46675,
26/03/2024,8,6,76,Incompatible,Pepina,Spin,1,0.3745,
26/03/2024,8,7,77,Incompatible,Pepina,Spin,1,0.862,
26/03/2024,8,8,78,Incompatible,Pepina,Splash,0,0.222125,Action begun before signal
26/03/2024,8,9,79,Incompatible,Pepina,Spin,1,0.38625,Action begun before signal
26/03/2024,8,10,80,Incompatible,Pepina,Splash,0,0.292375,Action begun before signal
26/03/2024,9,1,81,Incompatible,Pepina,Spin,0,,No action performed
26/03/2024,9,2,82,Incompatible,Pepina,Splash,0,0.46175,
26/03/2024,9,3,83,Incompatible,Pepina,Splash,0,0.282,Action begun before signal
26/03/2024,9,4,84,Incompatible,Pepina,Spin,1,0.45575,
26/03/2024,9,5,85,Incompatible,Pepina,Splash,0,0.358625,Action begun before signal
26/03/2024,9,6,86,Incompatible,Pepina,Spin,1,0.758375,
26/03/2024,9,7,87,Incompatible,Pepina,Splash,0,,No action performed
26/03/2024,9,8,88,Incompatible,Pepina,Splash,0,0.493,
26/03/2024,9,9,89,Incompatible,Pepina,Spin,1,0.599625,
26/03/2024,9,10,90,Incompatible,Pepina,Spin,1,0.36675,
27/03/2024,10,1,91,Incompatible,Pepina,Spin,1,0.243125,Action begun before signal
27/03/2024,10,2,92,Incompatible,Pepina,Splash,0,0.899875,
27/03/2024,10,3,93,Incompatible,Pepina,Spin,1,0.748125,
27/03/2024,10,4,94,Incompatible,Pepina,Splash,0,1.37025,
27/03/2024,10,5,95,Incompatible,Pepina,Spin,1,0.2985,Action begun before signal
27/03/2024,10,6,96,Incompatible,Pepina,Splash,0,0.463625,
27/03/2024,10,7,97,Incompatible,Pepina,Spin,1,0.577375,
27/03/2024,10,8,98,Incompatible,Pepina,Splash,0,0.642875,
27/03/2024,10,9,99,Incompatible,Pepina,Spin,1,0.777875,
27/03/2024,10,10,100,Incompatible,Pepina,Spin,1,0.823375,
27/03/2024,11,1,101,Incompatible,Pepina,Spin,1,0.590875,
27/03/2024,11,2,102,Incompatible,Pepina,Splash,0,1.1995,
27/03/2024,11,3,103,Incompatible,Pepina,Spin,1,0.842125,
27/03/2024,11,4,104,Incompatible,Pepina,Splash,0,1.173625,
27/03/2024,11,5,105,Incompatible,Pepina,Spin,0,,No action performed
27/03/2024,11,6,106,Incompatible,Pepina,Spin,1,0.84875,
27/03/2024,11,8,108,Incompatible,Pepina,Splash,0,0.533,
27/03/2024,11,9,109,Incompatible,Pepina,Spin,1,0.983125,
27/03/2024,11,10,110,Incompatible,Pepina,Splash,0,0.711375,
28/03/2024,12,1,111,Incompatible,Pepina,Splash,0,0.652625,
28/03/2024,12,2,112,Incompatible,Pepina,Spin,1,0.353499999999999,
28/03/2024,12,3,113,Incompatible,Pepina,Spin,1,0.6705,
28/03/2024,12,4,114,Incompatible,Pepina,Splash,0,0.694375,
28/03/2024,12,5,115,Incompatible,Pepina,Spin,1,0.747,
28/03/2024,12,6,116,Incompatible,Pepina,Splash,0,0.677375000000001,
28/03/2024,12,7,117,Incompatible,Pepina,Spin,1,0.691875,
28/03/2024,12,8,118,Incompatible,Pepina,Spin,1,0.776625,
28/03/2024,12,9,119,Incompatible,Pepina,Splash,0,0.719375,
28/03/2024,12,10,120,Incompatible,Pepina,Spin,1,0.762375000000001,
28/03/2024,13,11,121,Incompatible,Pepina,Splash,0,0.857,
28/03/2024,13,12,122,Incompatible,Pepina,Spin,1,0.762750000000001,
28/03/2024,13,13,123,Incompatible,Pepina,Splash,0,0.875625,
28/03/2024,13,14,124,Incompatible,Pepina,Spin,1,0.789625,
28/03/2024,13,15,125,Incompatible,Pepina,Splash,0,0.94075,
28/03/2024,13,16,126,Incompatible,Pepina,Spin,1,0.652125,
28/03/2024,13,17,127,Incompatible,Pepina,Splash,0,,No action performed
28/03/2024,13,18,128,Incompatible,Pepina,Splash,0,0.719875,
28/03/2024,14,1,129,Incompatible,Pepina,Splash,0,0.427875,Action begun before signal
28/03/2024,14,2,130,Incompatible,Pepina,Spin,1,0.646,
28/03/2024,14,3,131,Incompatible,Pepina,Splash,0,0.7895,
28/03/2024,14,4,132,Incompatible,Pepina,Spin,1,0.91075,
28/03/2024,14,5,133,Incompatible,Pepina,Splash,0,0.734625,
28/03/2024,14,6,134,Incompatible,Pepina,Splash,0,0.766,
28/03/2024,14,7,135,Incompatible,Pepina,Spin,1,0.687625,
28/03/2024,14,8,136,Incompatible,Pepina,Spin,1,0.847,
28/03/2024,14,9,137,Incompatible,Pepina,Splash,0,0.396625,Action begun before signal
28/03/2024,14,10,138,Incompatible,Pepina,Spin,1,0.943375,
03/05/2024,1,1,1,Incompatible,Pepina,Tail Wave,0,4.17875,
03/05/2024,1,2,2,Incompatible,Pepina,Belly Up,0,,No action performed
03/05/2024,1,3,3,Incompatible,Pepina,Tail Wave,0,-3.432375,
03/05/2024,1,4,4,Incompatible,Pepina,Belly Up,0,2.420875,
03/05/2024,1,5,5,Incompatible,Pepina,Tail Wave,0,4.353875,
03/05/2024,1,6,6,Incompatible,Pepina,Belly Up,0,2.138375,
03/05/2024,1,7,7,Incompatible,Pepina,Belly Up,0,,No action performed
03/05/2024,1,8,8,Incompatible,Pepina,Tail Wave,0,,No action performed
03/05/2024,1,9,9,Incompatible,Pepina,Belly Up,0,0.748875,
03/05/2024,1,10,10,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,2,1,11,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,2,2,12,Incompatible,Pepina,Tail Wave,0,4.355875,
04/05/2024,2,3,13,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,2,4,14,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,2,5,15,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,2,6,16,Incompatible,Pepina,Belly Up,0,0.36925,
04/05/2024,2,7,17,Incompatible,Pepina,Tail Wave,0,0.481,
04/05/2024,2,8,18,Incompatible,Pepina,Tail Wave,0,0.39575,
04/05/2024,2,9,19,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,2,10,20,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,11,21,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,12,22,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,3,13,23,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,14,24,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,3,15,25,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,16,26,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,3,17,27,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,18,28,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,3,19,29,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,3,20,30,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,4,1,31,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,4,2,32,Incompatible,Pepina,Tail Wave,0,0.550875,
04/05/2024,4,3,33,Incompatible,Pepina,Belly Up,0,0.81425,
04/05/2024,4,4,34,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,4,5,35,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,4,6,36,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,4,7,37,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,4,8,38,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,4,9,39,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,4,10,40,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,5,11,41,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,5,12,42,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,5,13,43,Incompatible,Pepina,Belly Up,0,0.752125,
04/05/2024,5,14,44,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,5,15,45,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,5,16,46,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,5,17,47,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,5,18,48,Incompatible,Pepina,Tail Wave,0,,No action performed
04/05/2024,5,19,49,Incompatible,Pepina,Belly Up,0,,No action performed
04/05/2024,5,20,50,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,1,51,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,2,52,Incompatible,Pepina,Belly Up,0,,No action performed
05/05/2024,6,3,53,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,4,54,Incompatible,Pepina,Belly Up,0,,No action performed
05/05/2024,6,5,55,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,6,56,Incompatible,Pepina,Belly Up,0,0.729875,
05/05/2024,6,7,57,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,8,58,Incompatible,Pepina,Belly Up,0,,No action performed
05/05/2024,6,9,59,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,6,10,60,Incompatible,Pepina,Belly Up,0,2.858875,
05/05/2024,7,11,61,Incompatible,Pepina,Belly Up,0,3.445875,
05/05/2024,7,12,62,Incompatible,Pepina,Tail Wave,1,3.372875,
05/05/2024,7,13,63,Incompatible,Pepina,Belly Up,0,2.804125,
05/05/2024,7,14,64,Incompatible,Pepina,Tail Wave,0,4.416875,
05/05/2024,7,15,65,Incompatible,Pepina,Tail Wave,0,,No action performed
05/05/2024,7,16,66,Incompatible,Pepina,Belly Up,0,2.896125,
05/05/2024,7,17,67,Incompatible,Pepina,Tail Wave,0,4.30075,
05/05/2024,7,18,68,Incompatible,Pepina,Belly Up,0,2.602125,
05/05/2024,7,19,69,Incompatible,Pepina,Tail Wave,0,5.13125,
05/05/2024,7,20,70,Incompatible,Pepina,Belly Up,0,2.012125,
05/05/2024,8,1,71,Incompatible,Pepina,Belly Up,0,3.3425,Description board says compatible but it looks like it shhould be incompatible 
05/05/2024,8,2,72,Incompatible,Pepina,Tail Wave,1,5.359625,
05/05/2024,8,3,73,Incompatible,Pepina,Belly Up,0,3.170375,
05/05/2024,8,4,74,Incompatible,Pepina,Tail Wave,1,3.347625,
05/05/2024,8,5,75,Incompatible,Pepina,Belly Up,0,2.77475,
05/05/2024,8,6,76,Incompatible,Pepina,Tail Wave,1,2.735125,
05/05/2024,8,7,77,Incompatible,Pepina,Tail Wave,1,2.68125,
05/05/2024,8,8,78,Incompatible,Pepina,Belly Up,0,2.6075,
05/05/2024,8,9,79,Incompatible,Pepina,Tail Wave,1,2.283625,
05/05/2024,8,10,80,Incompatible,Pepina,Belly Up,0,1.78425,
05/05/2024,9,11,81,Incompatible,Pepina,Belly Up,0,1.296875,
05/05/2024,9,12,82,Incompatible,Pepina,Tail Wave,1,0.7965,Action begun before signal
05/05/2024,9,13,83,Incompatible,Pepina,Tail Wave,1,2.68625,
05/05/2024,9,14,84,Incompatible,Pepina,Belly Up,0,3.039125,
05/05/2024,9,15,85,Incompatible,Pepina,Tail Wave,1,1.12125,Action begun before signal
05/05/2024,9,16,86,Incompatible,Pepina,Belly Up,0,,No action performed
05/05/2024,9,17,87,Incompatible,Pepina,Tail Wave,1,1.388875,Action begun before signal
05/05/2024,9,18,88,Incompatible,Pepina,Belly Up,0,0.69275,Action begun before signal
05/05/2024,9,19,89,Incompatible,Pepina,Belly Up,0,2.46325,
05/05/2024,9,20,90,Incompatible,Pepina,Belly Up,0,2.483875,
05/05/2024,10,1,91,Incompatible,Pepina,Tail Wave,1,2.74575,Description board says compatible but it looks like it shhould be incompatible 
05/05/2024,10,2,92,Incompatible,Pepina,Belly Up,0,2.340875,
05/05/2024,10,3,93,Incompatible,Pepina,Tail Wave,1,3.1815,
05/05/2024,10,4,94,Incompatible,Pepina,Belly Up,0,2.885,
05/05/2024,10,5,95,Incompatible,Pepina,Belly up ,0,0,Error?  (at the 9 minute mark in slow mo video)
05/05/2024,10,6,96,Incompatible,Pepina,Tail Wave,1,2.49225,
05/05/2024,10,7,97,Incompatible,Pepina,Tail Wave,1,2.617375,
05/05/2024,10,8,98,Incompatible,Pepina,Belly Up,0,0.499375,Dolphin had already began action before handsignal
05/05/2024,10,9,99,Incompatible,Pepina,Tail Wave,1,2.164375,
05/05/2024,10,10,100,Incompatible,Pepina,Tail Wave,1,2.18675,
05/05/2024,11,11,101,Incompatible,Pepina,Tail Wave,1,2.312375,
05/05/2024,11,12,102,Incompatible,Pepina,Belly up,0,3.2865,
05/05/2024,11,13,103,Incompatible,Pepina,Tail Wave,1,2.456625,
05/05/2024,11,14,104,Incompatible,Pepina,Belly up,0,2.558125,
05/05/2024,11,15,105,Incompatible,Pepina,Tail wave,1,2.171125,
05/05/2024,11,16,106,Incompatible,Pepina,Belly Up,0,2.489,Action begun before signal
05/05/2024,11,17,107,Incompatible,Pepina,Tail Wave,1,2.441,
20/01/2026,1,1,1,Compatible,Debbie,Tail Wave,0,2.637,"ENTIRE SESSION - Recoreded with timelapse function, then slowed down. low framerate makes it difficult to messure accurate"
20/01/2026,1,2,2,Compatible,Debbie,Belly up,1,3.553,
20/01/2026,1,3,3,Compatible,Debbie,Tail Wave,1,4.885,
20/01/2026,1,4,4,Compatible,Debbie,Belly  up,0,5.237,
20/01/2026,1,5,5,Compatible,Debbie,Tail Wave,0,2.964,
20/01/2026,1,6,6,Compatible,Debbie,Belly up,1,2.514,
20/01/2026,1,7,7,Compatible,Debbie,Tail Wave,0,2.61,
20/01/2026,1,8,8,Compatible,Debbie,Belly up,1,2.696,
20/01/2026,1,9,9,Compatible,Debbie,Tail Wave,0,2.163,
20/01/2026,1,10,10,Compatible,Debbie,Belly up,1,2.095,
20/01/2026,2,1,11,Compatible,Debbie,Belly up,1,1.751,Note that the demonstrator (Delphi) does many behaviors wrong
20/01/2026,2,2,12,Compatible,Debbie,Tail Wave,0,1.674,
20/01/2026,2,3,13,Compatible,Debbie,Tail Wave,0,3.494,
20/01/2026,2,4,14,Compatible,Debbie,Belly up,1,1.997,
20/01/2026,2,5,15,Compatible,Debbie,Tail Wave,1,2.962,
20/01/2026,2,6,16,Compatible,Debbie,Belly up,0,3.14,
20/01/2026,2,7,17,Compatible,Debbie,Tail Wave,1,3.095,
20/01/2026,2,8,18,Compatible,Debbie,Tail Wave,1,3.097,
20/01/2026,2,9,19,Compatible,Debbie,Belly up,0,3.583,
20/01/2026,2,10,20,Compatible,Debbie,Belly up,0,3.167,"the trainers asked for an 11th trial (belly up, correct) - not sure whether to include?"
23/01/2026,3,1,21,Compatible,Debbie,Tail Wave,1,4.2,"Note that during this session some trial orders were switched, as the demonstrator (Delphi) struggled to do belly up"
23/01/2026,3,2,22,Compatible,Debbie,Belly up,1,2.146,
23/01/2026,3,3,23,Compatible,Debbie,Tail Wave,1,3.208,
23/01/2026,3,4,24,Compatible,Debbie,Tail Wave,1,2.429,Action begun before signal
23/01/2026,3,5,25,Compatible,Debbie,Belly up,0,2.629,
23/01/2026,3,6,26,Compatible,Debbie,Belly up,0,2.009,Action begun before signal
23/01/2026,3,7,27,Compatible,Debbie,Tail Wave,1,3.651,
23/01/2026,3,8,28,Compatible,Debbie,Belly up,0,2.556,Action begun before signal
23/01/2026,3,9,29,Compatible,Debbie,Belly up,0,3.309,trainers re-did belly up multiple times cause they did not respond well
23/01/2026,3,10,30,Compatible,Debbie,Tail Wave,1,, PELLE - I am not sure what two messure in the final to trials 
27/01/2026,4,1,31,Compatible,Debbie,Belly up,1,1.269,Note that for some reason the trainer used the specific signal in this session
27/01/2026,4,2,32,Compatible,Debbie,Tail Wave,1,2.836,Action begun before signal
27/01/2026,4,3,33,Compatible,Debbie,Tail Wave,1,2.255,Action begun before signal
27/01/2026,4,4,34,Compatible,Debbie,Belly up,1,1.456,
27/01/2026,4,5,35,Compatible,Debbie,Tail Wave,1,2.844,
27/01/2026,4,6,36,Compatible,Debbie,Belly up,1,1.089,
27/01/2026,4,7,37,Compatible,Debbie,Tail Wave,1,3.07,
27/01/2026,4,8,38,Compatible,Debbie,Belly up,1,1.252,
27/01/2026,4,9,39,Compatible,Debbie,Tail Wave,1,3.162,
27/01/2026,4,10,40,Compatible,Debbie,Belly up,1,0.84,Action begun before signal
28/01/2026,5,1,41,Compatible,Debbie,Belly up,1,2.051,
28/01/2026,5,2,42,Compatible,Debbie,Tail Wave,0,1.862,
28/01/2026,5,3,43,Compatible,Debbie,Belly up,1,1.261,
28/01/2026,5,4,44,Compatible,Debbie,Tail Wave,0,1.901,
28/01/2026,5,5,45,Compatible,Debbie,Belly up,1,1.864,
28/01/2026,5,6,46,Compatible,Debbie,Tail Wave,1,3.091,
28/01/2026,5,7,47,Compatible,Debbie,Belly up,1,1.64,
28/01/2026,5,8,48,Compatible,Debbie,Tail Wave,0,2.062,
28/01/2026,5,9,49,Compatible,Debbie,Belly up,1,1.515,
28/01/2026,5,10,50,Compatible,Debbie,Tail Wave,0,1.082,
28/01/2026,6,1,51,Compatible,Debbie,Tail Wave,0,1.78,
28/01/2026,6,2,52,Compatible,Debbie,Belly up,1,1.762,
28/01/2026,6,3,53,Compatible,Debbie,Tail Wave,0,1.781,
28/01/2026,6,4,54,Compatible,Debbie,Belly up,1,1.807,
28/01/2026,6,5,55,Compatible,Debbie,Belly up,1,1.462,
28/01/2026,6,6,56,Compatible,Debbie,Tail Wave,0,1.636,
28/01/2026,6,7,57,Compatible,Debbie,Belly up,1,1.519,
28/01/2026,6,8,58,Compatible,Debbie,Tail Wave,0,1.679,
28/01/2026,6,9,59,Compatible,Debbie,Belly up,1,1.802,
28/01/2026,6,10,60,Compatible,Debbie,Tail Wave,0,1.87,
30/01/2026,7,1,61,Compatible,Debbie,Belly up,1,2.134,"ENTIRE SESSION - Recoreded with timelapse function, then slowed down. low framerate makes it difficult to messure accurate"
30/01/2026,7,2,62,Compatible,Debbie,Tail Wave,0,2.224,
30/01/2026,7,3,63,Compatible,Debbie,Belly up,1,2.225,
30/01/2026,7,4,64,Compatible,Debbie,Tail Wave,1,4.995,
30/01/2026,7,5,65,Compatible,Debbie,Tail Wave,1,4.582,
30/01/2026,7,6,66,Compatible,Debbie,Belly up,1,1.845,
30/01/2026,7,7,67,Compatible,Debbie,Belly up,1,2.591,
30/01/2026,7,8,68,Compatible,Debbie,Tail Wave,1,5.137,
30/01/2026,7,9,69,Compatible,Debbie,Belly up,1,1.495,
30/01/2026,7,10,70,Compatible,Debbie,Tail Wave,1,4.493,
30/01/2026,8,1,71,Compatible,Debbie,Tail Wave,1,3.897,
30/01/2026,8,2,72,Compatible,Debbie,Belly up,1,1.425,
30/01/2026,8,3,73,Compatible,Debbie,Tail Wave,1,3.266,
30/01/2026,8,4,74,Compatible,Debbie,Belly up,1,1.431,
30/01/2026,8,5,75,Compatible,Debbie,Tail Wave,0,1.258,
30/01/2026,8,6,76,Compatible,Debbie,Belly up,1,1.715,
30/01/2026,8,7,77,Compatible,Debbie,Belly up,1,1.97,
30/01/2026,8,8,78,Compatible,Debbie,Tail Wave,1,3.624,
30/01/2026,8,9,79,Compatible,Debbie,Belly up,1,1.539,
30/01/2026,8,10,80,Compatible,Debbie,Tail Wave,0,1.137,
02/02/2026,9,1,81,Compatible,Debbie,Belly up,1,1.863,
02/02/2026,9,2,82,Compatible,Debbie,Tail Wave,1,3.268,
02/02/2026,9,3,83,Compatible,Debbie,Tail Wave,1,3.957,
02/02/2026,9,4,84,Compatible,Debbie,Belly up,1,1.875,
02/02/2026,9,5,85,Compatible,Debbie,Tail Wave,1,4.054,
02/02/2026,9,6,86,Compatible,Debbie,Belly up,1,1.942,
02/02/2026,9,7,87,Compatible,Debbie,Tail Wave,1,3.738,
02/02/2026,9,8,88,Compatible,Debbie,Tail Wave,1,3.595,
02/02/2026,9,9,89,Compatible,Debbie,Belly up,1,1.131,
02/02/2026,9,10,90,Compatible,Debbie,Belly up,1,1.703,
02/02/2026,10,1,91,Compatible,Debbie,Tail Wave,1,3.498,
02/02/2026,10,2,92,Compatible,Debbie,Belly up,1,1.459,
02/02/2026,10,3,93,Compatible,Debbie,Tail Wave,1,3.745,
02/02/2026,10,4,94,Compatible,Debbie,Tail Wave,1,3.762,
02/02/2026,10,5,95,Compatible,Debbie,Belly up,1,1.933,
02/02/2026,10,6,96,Compatible,Debbie,Belly up,1,1.495,
02/02/2026,10,7,97,Compatible,Debbie,Tail Wave,1,3.369,
02/02/2026,10,8,98,Compatible,Debbie,Belly up,1,1.205,
02/02/2026,10,9,99,Compatible,Debbie,Belly up,1,1.138,
02/02/2026,10,10,100,Compatible,Debbie,Tail Wave,1,3.93,
20/01/2026,1,1,1,Compatible,Daisy,Tail Wave,1,6.88,
20/01/2026,1,2,2,Compatible,Daisy,Belly up,1,4.3,
20/01/2026,1,3,3,Compatible,Daisy,Tail Wave,0,2.834,
20/01/2026,1,4,4,Compatible,Daisy,Belly up,1,3.63,"trial repeated because demonstrator (Delphi) did not respond, Daisy starts early"
20/01/2026,1,5,5,Compatible,Daisy,Tail Wave,0?,2.507,"not sure whether 0 or 1, demonstrator indicated tail wave, but then did belly up, which was done by the observer, then, too"
20/01/2026,1,6,6,Compatible,Daisy,Belly up,1,4.564,
20/01/2026,1,7,7,Compatible,Daisy,Belly up,1,3.915,
20/01/2026,1,8,8,Compatible,Daisy,Tail Wave,0?,1.22,"trial repeated, both start early, both belly up - - I (Pelle) dont se the trial repeated? but yes both started early"
20/01/2026,1,9,9,Compatible,Daisy,Belly up,1,5.118,
20/01/2026,1,10,10,Compatible,Daisy,Tail Wave,1,3.834,
23/01/2026,2,1,11,Compatible,Daisy,Belly up,1,2.369,Note that the order of behaviors is switched as demonstrator (Pepina) did not do belly up reliably
23/01/2026,2,2,12,Compatible,Daisy,Tail Wave,1,4.491,
23/01/2026,2,3,13,Compatible,Daisy,Tail Wave,0,2.634,trial repeated
23/01/2026,2,4,14,Compatible,Daisy,Belly up,1,3.765,trial repeated
23/01/2026,2,5,15,Compatible,Daisy,Tail Wave,1,4.027,
23/01/2026,2,6,16,Compatible,Daisy,Belly up,0,4.297,trial repeated twice
23/01/2026,2,7,17,Compatible,Daisy,Tail Wave,1,2.409,
23/01/2026,2,8,18,Compatible,Daisy,Tail Wave,1,0,"im not sure when this happened, "
23/01/2026,2,9,19,Compatible,Daisy,Belly up,1,3.861,
23/01/2026,2,10,20,Compatible,Daisy,Belly up,0,1.755,"repeated a couple of times, as demonstrator did not do belly up"
27/01/2026,3,1,21,Compatible,Daisy,Tail Wave,0,4.881,
27/01/2026,3,2,22,Compatible,Daisy,Belly up,1,3.832,
27/01/2026,3,3,23,Compatible,Daisy,Tail Wave,0,2.953,
27/01/2026,3,4,24,Compatible,Daisy,Tail Wave,0,2.384,
27/01/2026,3,5,25,Compatible,Daisy,Belly up,1,2.384,
27/01/2026,3,6,26,Compatible,Daisy,Belly up,1,3.252,
27/01/2026,3,7,27,Compatible,Daisy,Tail Wave,0,2.46,
27/01/2026,3,8,28,Compatible,Daisy,Belly up,1,3.413,
27/01/2026,3,9,29,Compatible,Daisy,Belly up,1,3.023,
27/01/2026,3,10,30,Compatible,Daisy,Tail Wave,1,2.647,Action begun before signal
28/01/2026,4,1,31,Compatible,Daisy,Belly up,1,2.31,
28/01/2026,4,2,32,Compatible,Daisy,Tail Wave,1,3.529,
28/01/2026,4,3,33,Compatible,Daisy,Tail Wave,1,3.329,Action begun before signal
28/01/2026,4,4,34,Compatible,Daisy,Belly up,1,1.895,
28/01/2026,4,5,35,Compatible,Daisy,Tail Wave,1,4.224,
28/01/2026,4,6,36,Compatible,Daisy,Belly up,0,3.966,
28/01/2026,4,7,37,Compatible,Daisy,Tail Wave,1,2.97,starts early often in last half of session
28/01/2026,4,8,38,Compatible,Daisy,Belly up,0,3.963,Action begun before signal
28/01/2026,4,9,39,Compatible,Daisy,Tail Wave,1,2.856,Action begun before signal
28/01/2026,4,10,40,Compatible,Daisy,Belly up,0,2.691,Action begun before signal
28/01/2026,5,1,41,Compatible,Daisy,Belly up,1,2.89,
28/01/2026,5,2,42,Compatible,Daisy,Tail Wave,0,1.982,
28/01/2026,5,3,43,Compatible,Daisy,Belly up,1,2.925,
28/01/2026,5,4,44,Compatible,Daisy,Tail Wave,1,3.615,
28/01/2026,5,5,45,Compatible,Daisy,Belly up,1,3.523,
28/01/2026,5,6,46,Compatible,Daisy,Tail Wave,1,4.431,
28/01/2026,5,7,47,Compatible,Daisy,Belly up,1,2.674,
28/01/2026,5,8,48,Compatible,Daisy,Tail Wave,1,3.551,
28/01/2026,5,9,49,Compatible,Daisy,Belly up,1,2.864,
28/01/2026,5,10,50,Compatible,Daisy,Tail Wave,1,2.922,repeated trial following trainer's wish
30/01/2026,6,1,51,Compatible,Daisy,Tail Wave,1,6.139,"Note that this session was recorded in timelapse, try slowed down version for latency - Framerate very low, difficult to pinpoint time cues. "
