Date,Session,Trial_S,Trial,Group,Individual,Behaviour,Response,Latency,Comments
30/01/2026,6,2,52,Compatible,Daisy,Belly up,1,4.555,
30/01/2026,6,3,53,Compatible,Daisy,Tail Wave,0,4.686,Action begun before signal
30/01/2026,6,4,54,Compatible,Daisy,Belly up,1,3.017,
30/01/2026,6,5,55,Compatible,Daisy,Belly up,1,2.734,trial 5 or 6 repeated
30/01/2026,6,6,56,Compatible,Daisy,Tail Wave,1,6.986,trial 5 or 6 repeated
30/01/2026,6,7,57,Compatible,Daisy,Belly up,1,2.9,Action begun before signal
30/01/2026,6,8,58,Compatible,Daisy,Tail Wave,1,5.869,Action begun before signal
30/01/2026,6,9,59,Compatible,Daisy,Belly up,1,1.983,Action begun before signal
30/01/2026,6,10,60,Compatible,Daisy,Tail Wave,1,5.344,Action begun before signal
30/01/2026,7,1,61,Compatible,Daisy,Belly up,1,1.462,"Note that the order of behaviors is partially switched, for Pepina's issue with belly up - action begun before signal"
30/01/2026,7,2,62,Compatible,Daisy,Tail Wave,1,4.147,
30/01/2026,7,3,63,Compatible,Daisy,Belly up,1,0.874,Action begun before signal
30/01/2026,7,4,64,Compatible,Daisy,Tail Wave,0,0.788,Action begun before signal
30/01/2026,7,5,65,Compatible,Daisy,Tail Wave,1,3.014,Action begun before signal
30/01/2026,7,6,66,Compatible,Daisy,Belly up,1,1.419,trial repeated because demonstrator (Pepina) wrong
30/01/2026,7,7,67,Compatible,Daisy,Belly up,1,?,trial repeated twice because demonstrator wrong - Latency not possible
30/01/2026,7,8,68,Compatible,Daisy,Tail Wave,1,?,Daisy responds without cue - Latency not possible
30/01/2026,7,9,69,Compatible,Daisy,Belly up,1,3.65,trial repeated because demonstrator wrong
30/01/2026,7,10,70,Compatible,Daisy,Tail Wave,1,?,Latency not possible
04/02/2026,1,1,1,Compatible,Daisy,Splash,1,2.921,"Note that during this session, Daisy did a lot of belly up responses"
04/02/2026,1,2,2,Compatible,Daisy,Spin,1,2.855,
04/02/2026,1,3,3,Compatible,Daisy,Splash,0,2.682,
04/02/2026,1,4,4,Compatible,Daisy,Spin,1,2.711,
04/02/2026,1,5,5,Compatible,Daisy,Splash,0,2.536,
04/02/2026,1,6,6,Compatible,Daisy,Spin,1,2.888,
04/02/2026,1,7,7,Compatible,Daisy,Spin,0,2.596,
04/02/2026,1,8,8,Compatible,Daisy,Splash,0,2.564,
04/02/2026,1,9,9,Compatible,Daisy,Spin,0,3.154,
04/02/2026,1,10,10,Compatible,Daisy,Splash,0,2.26,"trial repeated, because Daisy did not respond"
04/03/2026,2,1,11,Compatible,Daisy,Spin,0,2.585,"Note that we conducted two reminder sessions for Daisy, due to one month between first session & second session. Those are not digitalized but a photo of manual sheet will be uploaded for completeness."
04/03/2026,2,2,12,Compatible,Daisy,Splash,1,0.988,
04/03/2026,2,3,13,Compatible,Daisy,Splash,1,0.725,
04/03/2026,2,4,14,Compatible,Daisy,Spin,0,2.504,
04/03/2026,2,5,15,Compatible,Daisy,Splash,1,0.625,
04/03/2026,2,6,16,Compatible,Daisy,Spin,0,2.614,
04/03/2026,2,7,17,Compatible,Daisy,Splash,1,0.64,
04/03/2026,2,8,18,Compatible,Daisy,Splash,1,0.387,
04/03/2026,2,9,19,Compatible,Daisy,Spin,0,0.883,
04/03/2026,2,10,20,Compatible,Daisy,Spin,0,6.465,trial repeated because demonstrator (Delphi) did not respond 
04/03/2026,3,1,21,Compatible,Daisy,Splash,1,1.146,This and the following session were conducted right after each other
04/03/2026,3,2,22,Compatible,Daisy,Spin,1,2.109,"first indicated splash, but switched to spin"
04/03/2026,3,3,23,Compatible,Daisy,Splash,0,2.077,
04/03/2026,3,4,24,Compatible,Daisy,Splash,1,0.877,
04/03/2026,3,5,25,Compatible,Daisy,Spin,1,2.064,
04/03/2026,3,6,26,Compatible,Daisy,Spin,0,0.502,
04/03/2026,3,7,27,Compatible,Daisy,Splash,1,0.674,
04/03/2026,3,8,28,Compatible,Daisy,Spin,0,0.602,
04/03/2026,3,9,29,Compatible,Daisy,Spin,0,0.465,Action begun before signal
04/03/2026,3,10,30,Compatible,Daisy,Splash,1,0.712,
04/03/2026,4,1,31,Compatible,Daisy,Spin,0,0.521,Generel for this session Daisy often began the action before the signal was given 
04/03/2026,4,2,32,Compatible,Daisy,Splash,1,1.03,
04/03/2026,4,3,33,Compatible,Daisy,Splash,1,0.484,
04/03/2026,4,4,34,Compatible,Daisy,Spin,0,0.475,Action begun before signal
04/03/2026,4,5,35,Compatible,Daisy,Splash,1,0.637,
04/03/2026,4,6,36,Compatible,Daisy,Spin,0,0.597,
04/03/2026,4,7,37,Compatible,Daisy,Splash,1,0.533,
04/03/2026,4,8,38,Compatible,Daisy,Spin,0,0.496,Action begun before signal
04/03/2026,4,9,39,Compatible,Daisy,Splash,1,0.455,Action begun before signal
04/03/2026,4,10,40,Compatible,Daisy,Spin,0,0.647,Action begun before signal
05/03/2026,5,1,41,Compatible,Daisy,Spin,0,0.659,"This and the following session were conducted right after each other - For Session 5 & 6 the copy command was given a bit inconsistently. sometimes with very slow movement, which resulted in Daisy beginning the action before the command was fully given. "
05/03/2026,5,2,42,Compatible,Daisy,Splash,1,0.972,
05/03/2026,5,3,43,Compatible,Daisy,Spin,0,0.435,Action begun before signal
05/03/2026,5,4,44,Compatible,Daisy,Splash,1,0.552,
05/03/2026,5,5,45,Compatible,Daisy,Spin,0,0.866,
05/03/2026,5,6,46,Compatible,Daisy,Splash,1,0.603,
05/03/2026,5,7,47,Compatible,Daisy,Spin,0,0.734,
05/03/2026,5,8,48,Compatible,Daisy,Splash,1,0.461,Action begun before signal
05/03/2026,5,9,49,Compatible,Daisy,Spin,0,0.653,
05/03/2026,5,10,50,Compatible,Daisy,Splash,1,0.518,Action begun before signal
05/03/2026,6,1,51,Compatible,Daisy,Splash,1,0.538,
05/03/2026,6,2,52,Compatible,Daisy,Spin,0,1.169,
05/03/2026,6,3,53,Compatible,Daisy,Splash,1,0.515,Action begun before signal
05/03/2026,6,4,54,Compatible,Daisy,Spin,0,0.725,
05/03/2026,6,5,55,Compatible,Daisy,Spin,0,0.478,Action begun before signal
05/03/2026,6,6,56,Compatible,Daisy,Splash,1,0.589,
05/03/2026,6,7,57,Compatible,Daisy,Spin,0,0.416,Action begun before signal
05/03/2026,6,8,58,Compatible,Daisy,Splash,1,0.58,Action begun before signal
05/03/2026,6,9,59,Compatible,Daisy,Spin,0,0.735,
05/03/2026,6,10,60,Compatible,Daisy,Splash,1,0.517,Action begun before signal
05/03/2026,7,1,61,Compatible,Daisy,Spin,0,0.444,This and the following session were conducted right after each other
05/03/2026,7,2,62,Compatible,Daisy,Splash,1,0.395,Note that the trainer did the specific signal between trial 1 and 2 (unrewarded)
05/03/2026,7,3,63,Compatible,Daisy,Spin,1,2.593,
05/03/2026,7,4,64,Compatible,Daisy,Splash,1,0.864,
05/03/2026,7,5,65,Compatible,Daisy,Splash,1,0.485,
05/03/2026,7,6,66,Compatible,Daisy,Spin,0,0.249,Action begun before signal
05/03/2026,7,7,67,Compatible,Daisy,Spin,0,0.57,
05/03/2026,7,8,68,Compatible,Daisy,Splash,1,0.483,Action begun before signal
05/03/2026,7,9,69,Compatible,Daisy,Spin,0,0.696,"trial repeated, because Daisy did not react"
05/03/2026,7,10,70,Compatible,Daisy,Splash,1,0.547,
05/03/2026,8,1,71,Compatible,Daisy,Spin,1,2.463,"Note that during this session, the trainer (Angie) started to delay her signal"
05/03/2026,8,2,72,Compatible,Daisy,Splash,1,0.567,
05/03/2026,8,3,73,Compatible,Daisy,Spin,0,0.905,
05/03/2026,8,4,74,Compatible,Daisy,Splash,1,0.663,
05/03/2026,8,5,75,Compatible,Daisy,Spin,1,2.72,
05/03/2026,8,6,76,Compatible,Daisy,Splash,1,0.655,
05/03/2026,8,7,77,Compatible,Daisy,Spin,0,1.876,
05/03/2026,8,8,78,Compatible,Daisy,Splash,1,0.363,Action begun before signal
05/03/2026,8,9,79,Compatible,Daisy,Spin,1,2.344,
05/03/2026,8,10,80,Compatible,Daisy,Splash,1,0.373,Action begun before signal
06/03/2026,9,1,81,Compatible,Daisy,Splash,1,0.567,This and the following session were conducted right after each other
06/03/2026,9,2,82,Compatible,Daisy,Spin,0,0.682,
06/03/2026,9,3,83,Compatible,Daisy,Splash,1,0.633,
06/03/2026,9,4,84,Compatible,Daisy,Spin,0,2.717,
06/03/2026,9,5,85,Compatible,Daisy,Spin,1,2.377,
06/03/2026,9,6,86,Compatible,Daisy,Splash,1,?,Action completed before signal
06/03/2026,9,7,87,Compatible,Daisy,Spin,1,2.184,
06/03/2026,9,8,88,Compatible,Daisy,Splash,1,0.299,Action begun before signal
06/03/2026,9,9,89,Compatible,Daisy,Spin,1,1.869,
06/03/2026,9,10,90,Compatible,Daisy,Splash,0,2.396,
06/03/2026,10,1,91,Compatible,Daisy,Spin,0,1.902,
06/03/2026,10,2,92,Compatible,Daisy,Splash,1,0.917,
06/03/2026,10,3,93,Compatible,Daisy,Splash,1,0.289,Action begun before signal
06/03/2026,10,4,94,Compatible,Daisy,Spin,1,1.942,Action begun before signal
06/03/2026,10,5,95,Compatible,Daisy,Splash,1,0.224,Action begun before signal
06/03/2026,10,6,96,Compatible,Daisy,Spin,1,2.007,Action begun before signal
06/03/2026,10,7,97,Compatible,Daisy,Spin,1,1.709,Action begun before signal
06/03/2026,10,8,98,Compatible,Daisy,Splash,1,0.451,Action begun before signal
06/03/2026,10,9,99,Compatible,Daisy,Splash,1,0.344,Action begun before signal
06/03/2026,10,10,100,Compatible,Daisy,Spin,1,2.024,Action begun before signal
06/03/2026,11,1,101,Compatible,Daisy,Splash,0,2.267,This and the following session were conducted right after each other
06/03/2026,11,2,102,Compatible,Daisy,Spin,1,2.247,
06/03/2026,11,3,103,Compatible,Daisy,Splash,1,0.482,
06/03/2026,11,4,104,Compatible,Daisy,Spin,0,0.671,
06/03/2026,11,5,105,Compatible,Daisy,Splash,1,0.56,
06/03/2026,11,6,106,Compatible,Daisy,Spin,0,0.491,Action begun before signal
06/03/2026,11,7,107,Compatible,Daisy,Splash,1,0.385,Action begun before signal
06/03/2026,11,8,108,Compatible,Daisy,Spin,0,1.28,
06/03/2026,11,9,109,Compatible,Daisy,Spin,0,0.731,
06/03/2026,11,10,110,Compatible,Daisy,Splash,1,0.351,Action begun before signal
06/03/2026,12,1,111,Compatible,Daisy,Spin,0,0.927,Note that during this session Daisy didn't do anything correctly and came up with behaviors like belly up & tailwave
06/03/2026,12,2,112,Compatible,Daisy,Spin,0,2.077,
06/03/2026,12,3,113,Compatible,Daisy,Splash,0,?,No complete behavior
06/03/2026,12,4,114,Compatible,Daisy,Splash,0,5.067,
06/03/2026,12,5,115,Compatible,Daisy,Spin,0,2.426,
06/03/2026,12,6,116,Compatible,Daisy,Splash,0,?,No complete behavior
06/03/2026,12,7,117,Compatible,Daisy,Splash,0,?,No complete behavior
06/03/2026,12,8,118,Compatible,Daisy,Spin,0,?,No complete behavior
06/03/2026,12,9,119,Compatible,Daisy,Spin,0,?,No complete behavior
06/03/2026,12,10,120,Compatible,Daisy,Splash,0,?,No complete behavior
09/03/2026,13,1,121,Compatible,Daisy,Spin,1,2.328,This and the following session were conducted right after each other
09/03/2026,13,2,122,Compatible,Daisy,Splash,1,1.76,
09/03/2026,13,3,123,Compatible,Daisy,Spin,0,0.827,
09/03/2026,13,4,124,Compatible,Daisy,Splash,1,0.644,
09/03/2026,13,5,125,Compatible,Daisy,Spin,0,0.847,
09/03/2026,13,6,126,Compatible,Daisy,Splash,1,0.47,
09/03/2026,13,7,127,Compatible,Daisy,Spin,0,0.706,
09/03/2026,13,8,128,Compatible,Daisy,Splash,1,0.52,
09/03/2026,13,9,129,Compatible,Daisy,Spin,0,0.488,
09/03/2026,13,10,130,Compatible,Daisy,Splash,1,0.476,
09/03/2026,14,1,131,Compatible,Daisy,Splash,1,0.644,
09/03/2026,14,2,132,Compatible,Daisy,Spin,0,0.667,
09/03/2026,14,3,133,Compatible,Daisy,Splash,1,0.642,
09/03/2026,14,4,134,Compatible,Daisy,Spin,0,0.746,
09/03/2026,14,5,135,Compatible,Daisy,Spin,0,0.841,
09/03/2026,14,6,136,Compatible,Daisy,Splash,1,0.636,
09/03/2026,14,7,137,Compatible,Daisy,Splash,1,0.439,
09/03/2026,14,8,138,Compatible,Daisy,Spin,0,0.687,
09/03/2026,14,9,139,Compatible,Daisy,Splash,1,0.7,
09/03/2026,14,10,140,Compatible,Daisy,Spin,0,0.636,
